Port-level Imports,,,,
Current date: 10/04/2024 4:52 PM (Eastern Daylight Time),,,,
Port,Commodity,Time,Country,Customs Value (Gen) ($US)
Total All Ports,"51 Wool & Animal Hair, Including Yarn & Woven Fabric",2018,Vietnam,"50,375"
Total All Ports,"51 Wool & Animal Hair, Including Yarn & Woven Fabric",2019,Vietnam,"6,629"
Total All Ports,"51 Wool & Animal Hair, Including Yarn & Woven Fabric",2020,Vietnam,"2,321,245"
Total All Ports,"51 Wool & Animal Hair, Including Yarn & Woven Fabric",2021,Vietnam,"5,989,789"
Total All Ports,"51 Wool & Animal Hair, Including Yarn & Woven Fabric",2022,Vietnam,"3,252,884"
Total All Ports,"51 Wool & Animal Hair, Including Yarn & Woven Fabric",2023,Vietnam,"1,546,855"
Total All Ports,"51 Wool & Animal Hair, Including Yarn & Woven Fabric",2024 through July,Vietnam,"574,604"
Total All Ports,"52 Cotton, Including Yarn And Woven Fabric Thereof",2003,Vietnam,"3,825,343"
Total All Ports,"52 Cotton, Including Yarn And Woven Fabric Thereof",2004,Vietnam,"3,114,490"
Total All Ports,"52 Cotton, Including Yarn And Woven Fabric Thereof",2005,Vietnam,"1,013,349"
Total All Ports,"52 Cotton, Including Yarn And Woven Fabric Thereof",2006,Vietnam,"2,187,426"
Total All Ports,"52 Cotton, Including Yarn And Woven Fabric Thereof",2007,Vietnam,"2,770,348"
Total All Ports,"52 Cotton, Including Yarn And Woven Fabric Thereof",2008,Vietnam,"2,629,631"
Total All Ports,"52 Cotton, Including Yarn And Woven Fabric Thereof",2009,Vietnam,"2,051,330"
Total All Ports,"52 Cotton, Including Yarn And Woven Fabric Thereof",2010,Vietnam,"7,773,929"
Total All Ports,"52 Cotton, Including Yarn And Woven Fabric Thereof",2011,Vietnam,"9,446,680"
Total All Ports,"52 Cotton, Including Yarn And Woven Fabric Thereof",2012,Vietnam,"2,004,106"
Total All Ports,"52 Cotton, Including Yarn And Woven Fabric Thereof",2013,Vietnam,"8,767,451"
Total All Ports,"52 Cotton, Including Yarn And Woven Fabric Thereof",2014,Vietnam,"8,303,710"
Total All Ports,"52 Cotton, Including Yarn And Woven Fabric Thereof",2015,Vietnam,"4,140,117"
Total All Ports,"52 Cotton, Including Yarn And Woven Fabric Thereof",2016,Vietnam,"2,972,637"
Total All Ports,"52 Cotton, Including Yarn And Woven Fabric Thereof",2017,Vietnam,"6,960,626"
Total All Ports,"52 Cotton, Including Yarn And Woven Fabric Thereof",2018,Vietnam,"3,729,229"
Total All Ports,"52 Cotton, Including Yarn And Woven Fabric Thereof",2019,Vietnam,"4,157,529"
Total All Ports,"52 Cotton, Including Yarn And Woven Fabric Thereof",2020,Vietnam,"5,506,038"
Total All Ports,"52 Cotton, Including Yarn And Woven Fabric Thereof",2021,Vietnam,"4,877,992"
Total All Ports,"52 Cotton, Including Yarn And Woven Fabric Thereof",2022,Vietnam,"9,360,505"
Total All Ports,"52 Cotton, Including Yarn And Woven Fabric Thereof",2023,Vietnam,"6,176,499"
Total All Ports,"52 Cotton, Including Yarn And Woven Fabric Thereof",2024 through July,Vietnam,"3,548,729"
Total All Ports,53 Veg Text Fib Nesoi; Veg Fib & Paper Yns & Wov Fab,2003,Vietnam,"11,855"
Total All Ports,53 Veg Text Fib Nesoi; Veg Fib & Paper Yns & Wov Fab,2004,Vietnam,"77,145"
Total All Ports,53 Veg Text Fib Nesoi; Veg Fib & Paper Yns & Wov Fab,2005,Vietnam,"144,210"
Total All Ports,53 Veg Text Fib Nesoi; Veg Fib & Paper Yns & Wov Fab,2006,Vietnam,"301,802"
Total All Ports,53 Veg Text Fib Nesoi; Veg Fib & Paper Yns & Wov Fab,2007,Vietnam,"250,022"
Total All Ports,53 Veg Text Fib Nesoi; Veg Fib & Paper Yns & Wov Fab,2008,Vietnam,"80,659"
Total All Ports,53 Veg Text Fib Nesoi; Veg Fib & Paper Yns & Wov Fab,2009,Vietnam,"367,389"
Total All Ports,53 Veg Text Fib Nesoi; Veg Fib & Paper Yns & Wov Fab,2010,Vietnam,"1,011,555"
Total All Ports,53 Veg Text Fib Nesoi; Veg Fib & Paper Yns & Wov Fab,2011,Vietnam,"485,562"
Total All Ports,53 Veg Text Fib Nesoi; Veg Fib & Paper Yns & Wov Fab,2012,Vietnam,"260,232"
Total All Ports,53 Veg Text Fib Nesoi; Veg Fib & Paper Yns & Wov Fab,2013,Vietnam,"439,106"
Total All Ports,53 Veg Text Fib Nesoi; Veg Fib & Paper Yns & Wov Fab,2014,Vietnam,"339,442"
Total All Ports,53 Veg Text Fib Nesoi; Veg Fib & Paper Yns & Wov Fab,2015,Vietnam,"634,543"
Total All Ports,53 Veg Text Fib Nesoi; Veg Fib & Paper Yns & Wov Fab,2016,Vietnam,"552,078"
Total All Ports,53 Veg Text Fib Nesoi; Veg Fib & Paper Yns & Wov Fab,2017,Vietnam,"302,205"
Total All Ports,53 Veg Text Fib Nesoi; Veg Fib & Paper Yns & Wov Fab,2018,Vietnam,"443,368"
Total All Ports,53 Veg Text Fib Nesoi; Veg Fib & Paper Yns & Wov Fab,2019,Vietnam,"498,163"
Total All Ports,53 Veg Text Fib Nesoi; Veg Fib & Paper Yns & Wov Fab,2020,Vietnam,"668,999"
Total All Ports,53 Veg Text Fib Nesoi; Veg Fib & Paper Yns & Wov Fab,2021,Vietnam,"685,405"
Total All Ports,53 Veg Text Fib Nesoi; Veg Fib & Paper Yns & Wov Fab,2022,Vietnam,"656,130"
Total All Ports,53 Veg Text Fib Nesoi; Veg Fib & Paper Yns & Wov Fab,2023,Vietnam,"686,992"
Total All Ports,53 Veg Text Fib Nesoi; Veg Fib & Paper Yns & Wov Fab,2024 through July,Vietnam,"578,014"
Total All Ports,"54 Manmade Filaments, Including Yarns & Woven Fabrics",2003,Vietnam,"6,653,515"
Total All Ports,"54 Manmade Filaments, Including Yarns & Woven Fabrics",2004,Vietnam,"10,529,987"
Total All Ports,"54 Manmade Filaments, Including Yarns & Woven Fabrics",2005,Vietnam,"6,470,426"
Total All Ports,"54 Manmade Filaments, Including Yarns & Woven Fabrics",2006,Vietnam,"6,901,244"
Total All Ports,"54 Manmade Filaments, Including Yarns & Woven Fabrics",2007,Vietnam,"8,032,167"
Total All Ports,"54 Manmade Filaments, Including Yarns & Woven Fabrics",2008,Vietnam,"9,211,618"
Total All Ports,"54 Manmade Filaments, Including Yarns & Woven Fabrics",2009,Vietnam,"8,695,200"
Total All Ports,"54 Manmade Filaments, Including Yarns & Woven Fabrics",2010,Vietnam,"8,442,460"
Total All Ports,"54 Manmade Filaments, Including Yarns & Woven Fabrics",2011,Vietnam,"15,862,612"
Total All Ports,"54 Manmade Filaments, Including Yarns & Woven Fabrics",2012,Vietnam,"16,368,982"
Total All Ports,"54 Manmade Filaments, Including Yarns & Woven Fabrics",2013,Vietnam,"22,664,809"
Total All Ports,"54 Manmade Filaments, Including Yarns & Woven Fabrics",2014,Vietnam,"22,850,329"
Total All Ports,"54 Manmade Filaments, Including Yarns & Woven Fabrics",2015,Vietnam,"25,469,185"
Total All Ports,"54 Manmade Filaments, Including Yarns & Woven Fabrics",2016,Vietnam,"21,770,303"
Total All Ports,"54 Manmade Filaments, Including Yarns & Woven Fabrics",2017,Vietnam,"28,007,920"
Total All Ports,"54 Manmade Filaments, Including Yarns & Woven Fabrics",2018,Vietnam,"31,656,916"
Total All Ports,"54 Manmade Filaments, Including Yarns & Woven Fabrics",2019,Vietnam,"39,892,121"
Total All Ports,"54 Manmade Filaments, Including Yarns & Woven Fabrics",2020,Vietnam,"59,349,061"
Total All Ports,"54 Manmade Filaments, Including Yarns & Woven Fabrics",2021,Vietnam,"94,158,864"
Total All Ports,"54 Manmade Filaments, Including Yarns & Woven Fabrics",2022,Vietnam,"156,993,178"
Total All Ports,"54 Manmade Filaments, Including Yarns & Woven Fabrics",2023,Vietnam,"126,799,612"
Total All Ports,"54 Manmade Filaments, Including Yarns & Woven Fabrics",2024 through July,Vietnam,"84,096,354"
Total All Ports,"55 Manmade Staple Fibers, Incl Yarns & Woven Fabrics",2003,Vietnam,"922,039"
Total All Ports,"55 Manmade Staple Fibers, Incl Yarns & Woven Fabrics",2004,Vietnam,"485,785"
Total All Ports,"55 Manmade Staple Fibers, Incl Yarns & Woven Fabrics",2005,Vietnam,"3,627,715"
Total All Ports,"55 Manmade Staple Fibers, Incl Yarns & Woven Fabrics",2006,Vietnam,"4,641,623"
Total All Ports,"55 Manmade Staple Fibers, Incl Yarns & Woven Fabrics",2007,Vietnam,"14,190,648"
Total All Ports,"55 Manmade Staple Fibers, Incl Yarns & Woven Fabrics",2008,Vietnam,"18,702,086"
Total All Ports,"55 Manmade Staple Fibers, Incl Yarns & Woven Fabrics",2009,Vietnam,"10,874,373"
Total All Ports,"55 Manmade Staple Fibers, Incl Yarns & Woven Fabrics",2010,Vietnam,"18,071,639"
Total All Ports,"55 Manmade Staple Fibers, Incl Yarns & Woven Fabrics",2011,Vietnam,"19,540,749"
Total All Ports,"55 Manmade Staple Fibers, Incl Yarns & Woven Fabrics",2012,Vietnam,"24,275,633"
Total All Ports,"55 Manmade Staple Fibers, Incl Yarns & Woven Fabrics",2013,Vietnam,"16,468,504"
Total All Ports,"55 Manmade Staple Fibers, Incl Yarns & Woven Fabrics",2014,Vietnam,"22,224,003"
Total All Ports,"55 Manmade Staple Fibers, Incl Yarns & Woven Fabrics",2015,Vietnam,"24,369,296"
Total All Ports,"55 Manmade Staple Fibers, Incl Yarns & Woven Fabrics",2016,Vietnam,"19,137,598"
Total All Ports,"55 Manmade Staple Fibers, Incl Yarns & Woven Fabrics",2017,Vietnam,"14,572,462"
Total All Ports,"55 Manmade Staple Fibers, Incl Yarns & Woven Fabrics",2018,Vietnam,"38,699,350"
Total All Ports,"55 Manmade Staple Fibers, Incl Yarns & Woven Fabrics",2019,Vietnam,"42,242,200"
Total All Ports,"55 Manmade Staple Fibers, Incl Yarns & Woven Fabrics",2020,Vietnam,"49,325,049"
Total All Ports,"55 Manmade Staple Fibers, Incl Yarns & Woven Fabrics",2021,Vietnam,"66,422,171"
Total All Ports,"55 Manmade Staple Fibers, Incl Yarns & Woven Fabrics",2022,Vietnam,"62,580,400"
Total All Ports,"55 Manmade Staple Fibers, Incl Yarns & Woven Fabrics",2023,Vietnam,"52,462,364"
Total All Ports,"55 Manmade Staple Fibers, Incl Yarns & Woven Fabrics",2024 through July,Vietnam,"44,042,912"
Total All Ports,"56 Wadding, Felt Etc; Sp Yarn; Twine, Ropes Etc.",2003,Vietnam,"1,874,061"
Total All Ports,"56 Wadding, Felt Etc; Sp Yarn; Twine, Ropes Etc.",2004,Vietnam,"2,065,535"
Total All Ports,"56 Wadding, Felt Etc; Sp Yarn; Twine, Ropes Etc.",2005,Vietnam,"3,045,693"
Total All Ports,"56 Wadding, Felt Etc; Sp Yarn; Twine, Ropes Etc.",2006,Vietnam,"3,822,836"
Total All Ports,"56 Wadding, Felt Etc; Sp Yarn; Twine, Ropes Etc.",2007,Vietnam,"5,596,253"
Total All Ports,"56 Wadding, Felt Etc; Sp Yarn; Twine, Ropes Etc.",2008,Vietnam,"6,043,828"
Total All Ports,"56 Wadding, Felt Etc; Sp Yarn; Twine, Ropes Etc.",2009,Vietnam,"5,408,402"
Total All Ports,"56 Wadding, Felt Etc; Sp Yarn; Twine, Ropes Etc.",2010,Vietnam,"6,560,649"
Total All Ports,"56 Wadding, Felt Etc; Sp Yarn; Twine, Ropes Etc.",2011,Vietnam,"6,460,353"
Total All Ports,"56 Wadding, Felt Etc; Sp Yarn; Twine, Ropes Etc.",2012,Vietnam,"7,860,975"
Total All Ports,"56 Wadding, Felt Etc; Sp Yarn; Twine, Ropes Etc.",2013,Vietnam,"8,619,228"
Total All Ports,"56 Wadding, Felt Etc; Sp Yarn; Twine, Ropes Etc.",2014,Vietnam,"11,423,687"
Total All Ports,"56 Wadding, Felt Etc; Sp Yarn; Twine, Ropes Etc.",2015,Vietnam,"13,196,044"
Total All Ports,"56 Wadding, Felt Etc; Sp Yarn; Twine, Ropes Etc.",2016,Vietnam,"10,380,275"
Total All Ports,"56 Wadding, Felt Etc; Sp Yarn; Twine, Ropes Etc.",2017,Vietnam,"10,197,964"
Total All Ports,"56 Wadding, Felt Etc; Sp Yarn; Twine, Ropes Etc.",2018,Vietnam,"12,454,652"
Total All Ports,"56 Wadding, Felt Etc; Sp Yarn; Twine, Ropes Etc.",2019,Vietnam,"28,641,205"
Total All Ports,"56 Wadding, Felt Etc; Sp Yarn; Twine, Ropes Etc.",2020,Vietnam,"51,168,030"
Total All Ports,"56 Wadding, Felt Etc; Sp Yarn; Twine, Ropes Etc.",2021,Vietnam,"58,580,801"
Total All Ports,"56 Wadding, Felt Etc; Sp Yarn; Twine, Ropes Etc.",2022,Vietnam,"66,554,882"
Total All Ports,"56 Wadding, Felt Etc; Sp Yarn; Twine, Ropes Etc.",2023,Vietnam,"60,551,377"
Total All Ports,"56 Wadding, Felt Etc; Sp Yarn; Twine, Ropes Etc.",2024 through July,Vietnam,"37,712,189"
Total All Ports,57 Carpets And Other Textile Floor Coverings,2003,Vietnam,"318,232"
Total All Ports,57 Carpets And Other Textile Floor Coverings,2004,Vietnam,"320,323"
Total All Ports,57 Carpets And Other Textile Floor Coverings,2005,Vietnam,"330,440"
Total All Ports,57 Carpets And Other Textile Floor Coverings,2006,Vietnam,"621,329"
Total All Ports,57 Carpets And Other Textile Floor Coverings,2007,Vietnam,"428,575"
Total All Ports,57 Carpets And Other Textile Floor Coverings,2008,Vietnam,"195,508"
Total All Ports,57 Carpets And Other Textile Floor Coverings,2009,Vietnam,"185,204"
Total All Ports,57 Carpets And Other Textile Floor Coverings,2010,Vietnam,"468,448"
Total All Ports,57 Carpets And Other Textile Floor Coverings,2011,Vietnam,"207,739"
Total All Ports,57 Carpets And Other Textile Floor Coverings,2012,Vietnam,"160,483"
Total All Ports,57 Carpets And Other Textile Floor Coverings,2013,Vietnam,"312,332"
Total All Ports,57 Carpets And Other Textile Floor Coverings,2014,Vietnam,"682,020"
Total All Ports,57 Carpets And Other Textile Floor Coverings,2015,Vietnam,"308,600"
Total All Ports,57 Carpets And Other Textile Floor Coverings,2016,Vietnam,"47,633"
Total All Ports,57 Carpets And Other Textile Floor Coverings,2017,Vietnam,"77,149"
Total All Ports,57 Carpets And Other Textile Floor Coverings,2018,Vietnam,"562,230"
Total All Ports,57 Carpets And Other Textile Floor Coverings,2019,Vietnam,"29,383,365"
Total All Ports,57 Carpets And Other Textile Floor Coverings,2020,Vietnam,"91,129,013"
Total All Ports,57 Carpets And Other Textile Floor Coverings,2021,Vietnam,"121,034,629"
Total All Ports,57 Carpets And Other Textile Floor Coverings,2022,Vietnam,"125,840,045"
Total All Ports,57 Carpets And Other Textile Floor Coverings,2023,Vietnam,"103,734,002"
Total All Ports,57 Carpets And Other Textile Floor Coverings,2024 through July,Vietnam,"95,126,596"
Total All Ports,58 Spec Wov Fabrics; Tufted Fab; Lace; Tapestries Etc,2003,Vietnam,"418,793"
Total All Ports,58 Spec Wov Fabrics; Tufted Fab; Lace; Tapestries Etc,2004,Vietnam,"460,116"
Total All Ports,58 Spec Wov Fabrics; Tufted Fab; Lace; Tapestries Etc,2005,Vietnam,"425,840"
Total All Ports,58 Spec Wov Fabrics; Tufted Fab; Lace; Tapestries Etc,2006,Vietnam,"1,205,636"
Total All Ports,58 Spec Wov Fabrics; Tufted Fab; Lace; Tapestries Etc,2007,Vietnam,"2,224,641"
Total All Ports,58 Spec Wov Fabrics; Tufted Fab; Lace; Tapestries Etc,2008,Vietnam,"1,697,845"
Total All Ports,58 Spec Wov Fabrics; Tufted Fab; Lace; Tapestries Etc,2009,Vietnam,"1,385,199"
Total All Ports,58 Spec Wov Fabrics; Tufted Fab; Lace; Tapestries Etc,2010,Vietnam,"1,982,750"
Total All Ports,58 Spec Wov Fabrics; Tufted Fab; Lace; Tapestries Etc,2011,Vietnam,"2,449,338"
Total All Ports,58 Spec Wov Fabrics; Tufted Fab; Lace; Tapestries Etc,2012,Vietnam,"3,159,175"
Total All Ports,58 Spec Wov Fabrics; Tufted Fab; Lace; Tapestries Etc,2013,Vietnam,"3,760,711"
Total All Ports,58 Spec Wov Fabrics; Tufted Fab; Lace; Tapestries Etc,2014,Vietnam,"5,180,803"
Total All Ports,58 Spec Wov Fabrics; Tufted Fab; Lace; Tapestries Etc,2015,Vietnam,"6,652,453"
Total All Ports,58 Spec Wov Fabrics; Tufted Fab; Lace; Tapestries Etc,2016,Vietnam,"7,045,538"
Total All Ports,58 Spec Wov Fabrics; Tufted Fab; Lace; Tapestries Etc,2017,Vietnam,"6,024,427"
Total All Ports,58 Spec Wov Fabrics; Tufted Fab; Lace; Tapestries Etc,2018,Vietnam,"8,467,427"
Total All Ports,58 Spec Wov Fabrics; Tufted Fab; Lace; Tapestries Etc,2019,Vietnam,"11,029,341"
Total All Ports,58 Spec Wov Fabrics; Tufted Fab; Lace; Tapestries Etc,2020,Vietnam,"20,487,808"
Total All Ports,58 Spec Wov Fabrics; Tufted Fab; Lace; Tapestries Etc,2021,Vietnam,"29,673,370"
Total All Ports,58 Spec Wov Fabrics; Tufted Fab; Lace; Tapestries Etc,2022,Vietnam,"43,747,742"
Total All Ports,58 Spec Wov Fabrics; Tufted Fab; Lace; Tapestries Etc,2023,Vietnam,"36,070,044"
Total All Ports,58 Spec Wov Fabrics; Tufted Fab; Lace; Tapestries Etc,2024 through July,Vietnam,"21,514,054"
Total All Ports,59 Impregnated Etc Text Fabrics; Tex Art For Industry,2003,Vietnam,"2,447"
Total All Ports,59 Impregnated Etc Text Fabrics; Tex Art For Industry,2004,Vietnam,"91,795"
Total All Ports,59 Impregnated Etc Text Fabrics; Tex Art For Industry,2005,Vietnam,"205,032"
Total All Ports,59 Impregnated Etc Text Fabrics; Tex Art For Industry,2006,Vietnam,"2,564,641"
Total All Ports,59 Impregnated Etc Text Fabrics; Tex Art For Industry,2007,Vietnam,"7,680,161"
Total All Ports,59 Impregnated Etc Text Fabrics; Tex Art For Industry,2008,Vietnam,"14,070,900"
Total All Ports,59 Impregnated Etc Text Fabrics; Tex Art For Industry,2009,Vietnam,"63,862,697"
Total All Ports,59 Impregnated Etc Text Fabrics; Tex Art For Industry,2010,Vietnam,"135,127,293"
Total All Ports,59 Impregnated Etc Text Fabrics; Tex Art For Industry,2011,Vietnam,"200,807,895"
Total All Ports,59 Impregnated Etc Text Fabrics; Tex Art For Industry,2012,Vietnam,"159,613,880"
Total All Ports,59 Impregnated Etc Text Fabrics; Tex Art For Industry,2013,Vietnam,"185,663,028"
Total All Ports,59 Impregnated Etc Text Fabrics; Tex Art For Industry,2014,Vietnam,"199,821,216"
Total All Ports,59 Impregnated Etc Text Fabrics; Tex Art For Industry,2015,Vietnam,"192,073,025"
Total All Ports,59 Impregnated Etc Text Fabrics; Tex Art For Industry,2016,Vietnam,"165,378,091"
Total All Ports,59 Impregnated Etc Text Fabrics; Tex Art For Industry,2017,Vietnam,"160,299,187"
Total All Ports,59 Impregnated Etc Text Fabrics; Tex Art For Industry,2018,Vietnam,"163,967,487"
Total All Ports,59 Impregnated Etc Text Fabrics; Tex Art For Industry,2019,Vietnam,"231,240,773"
Total All Ports,59 Impregnated Etc Text Fabrics; Tex Art For Industry,2020,Vietnam,"130,995,445"
Total All Ports,59 Impregnated Etc Text Fabrics; Tex Art For Industry,2021,Vietnam,"243,406,854"
Total All Ports,59 Impregnated Etc Text Fabrics; Tex Art For Industry,2022,Vietnam,"286,959,184"
Total All Ports,59 Impregnated Etc Text Fabrics; Tex Art For Industry,2023,Vietnam,"212,180,035"
Total All Ports,59 Impregnated Etc Text Fabrics; Tex Art For Industry,2024 through July,Vietnam,"140,900,258"
Total All Ports,60 Knitted Or Crocheted Fabrics,2003,Vietnam,"1,005,650"
Total All Ports,60 Knitted Or Crocheted Fabrics,2004,Vietnam,"906,007"
Total All Ports,60 Knitted Or Crocheted Fabrics,2005,Vietnam,"2,211,350"
Total All Ports,60 Knitted Or Crocheted Fabrics,2006,Vietnam,"1,550,547"
Total All Ports,60 Knitted Or Crocheted Fabrics,2007,Vietnam,"3,651,687"
Total All Ports,60 Knitted Or Crocheted Fabrics,2008,Vietnam,"5,802,025"
Total All Ports,60 Knitted Or Crocheted Fabrics,2009,Vietnam,"2,433,171"
Total All Ports,60 Knitted Or Crocheted Fabrics,2010,Vietnam,"3,283,848"
Total All Ports,60 Knitted Or Crocheted Fabrics,2011,Vietnam,"4,797,618"
Total All Ports,60 Knitted Or Crocheted Fabrics,2012,Vietnam,"4,683,875"
Total All Ports,60 Knitted Or Crocheted Fabrics,2013,Vietnam,"2,489,834"
Total All Ports,60 Knitted Or Crocheted Fabrics,2014,Vietnam,"4,532,428"
Total All Ports,60 Knitted Or Crocheted Fabrics,2015,Vietnam,"4,574,588"
Total All Ports,60 Knitted Or Crocheted Fabrics,2016,Vietnam,"3,262,555"
Total All Ports,60 Knitted Or Crocheted Fabrics,2017,Vietnam,"3,012,626"
Total All Ports,60 Knitted Or Crocheted Fabrics,2018,Vietnam,"3,852,630"
Total All Ports,60 Knitted Or Crocheted Fabrics,2019,Vietnam,"7,443,310"
Total All Ports,60 Knitted Or Crocheted Fabrics,2020,Vietnam,"3,679,890"
Total All Ports,60 Knitted Or Crocheted Fabrics,2021,Vietnam,"2,780,287"
Total All Ports,60 Knitted Or Crocheted Fabrics,2022,Vietnam,"3,475,547"
Total All Ports,60 Knitted Or Crocheted Fabrics,2023,Vietnam,"7,173,562"
Total All Ports,60 Knitted Or Crocheted Fabrics,2024 through July,Vietnam,"2,059,154"
Total All Ports,"61 Apparel Articles And Accessories, Knit Or Crochet",2003,Vietnam,"1,097,558,046"
Total All Ports,"61 Apparel Articles And Accessories, Knit Or Crochet",2004,Vietnam,"1,083,820,646"
Total All Ports,"61 Apparel Articles And Accessories, Knit Or Crochet",2005,Vietnam,"1,123,834,866"
Total All Ports,"61 Apparel Articles And Accessories, Knit Or Crochet",2006,Vietnam,"1,388,566,616"
Total All Ports,"61 Apparel Articles And Accessories, Knit Or Crochet",2007,Vietnam,"2,155,482,427"
Total All Ports,"61 Apparel Articles And Accessories, Knit Or Crochet",2008,Vietnam,"2,810,257,134"
Total All Ports,"61 Apparel Articles And Accessories, Knit Or Crochet",2009,Vietnam,"2,888,404,771"
Total All Ports,"61 Apparel Articles And Accessories, Knit Or Crochet",2010,Vietnam,"3,359,435,332"
Total All Ports,"61 Apparel Articles And Accessories, Knit Or Crochet",2011,Vietnam,"3,782,102,380"
Total All Ports,"61 Apparel Articles And Accessories, Knit Or Crochet",2012,Vietnam,"4,151,181,891"
Total All Ports,"61 Apparel Articles And Accessories, Knit Or Crochet",2013,Vietnam,"4,718,939,014"
Total All Ports,"61 Apparel Articles And Accessories, Knit Or Crochet",2014,Vietnam,"5,420,116,545"
Total All Ports,"61 Apparel Articles And Accessories, Knit Or Crochet",2015,Vietnam,"6,161,946,415"
Total All Ports,"61 Apparel Articles And Accessories, Knit Or Crochet",2016,Vietnam,"6,255,348,599"
Total All Ports,"61 Apparel Articles And Accessories, Knit Or Crochet",2017,Vietnam,"6,758,398,574"
Total All Ports,"61 Apparel Articles And Accessories, Knit Or Crochet",2018,Vietnam,"7,144,579,559"
Total All Ports,"61 Apparel Articles And Accessories, Knit Or Crochet",2019,Vietnam,"7,693,438,656"
Total All Ports,"61 Apparel Articles And Accessories, Knit Or Crochet",2020,Vietnam,"7,144,962,462"
Total All Ports,"61 Apparel Articles And Accessories, Knit Or Crochet",2021,Vietnam,"8,603,784,033"
Total All Ports,"61 Apparel Articles And Accessories, Knit Or Crochet",2022,Vietnam,"10,387,446,526"
Total All Ports,"61 Apparel Articles And Accessories, Knit Or Crochet",2023,Vietnam,"7,588,840,693"
Total All Ports,"61 Apparel Articles And Accessories, Knit Or Crochet",2024 through July,Vietnam,"4,211,749,764"
Total All Ports,"62 Apparel Articles And Accessories, Not Knit Etc.",2003,Vietnam,"1,241,455,170"
Total All Ports,"62 Apparel Articles And Accessories, Not Knit Etc.",2004,Vietnam,"1,422,039,158"
Total All Ports,"62 Apparel Articles And Accessories, Not Knit Etc.",2005,Vietnam,"1,541,601,652"
Total All Ports,"62 Apparel Articles And Accessories, Not Knit Etc.",2006,Vietnam,"1,769,894,635"
Total All Ports,"62 Apparel Articles And Accessories, Not Knit Etc.",2007,Vietnam,"2,138,057,026"
Total All Ports,"62 Apparel Articles And Accessories, Not Knit Etc.",2008,Vietnam,"2,341,355,933"
Total All Ports,"62 Apparel Articles And Accessories, Not Knit Etc.",2009,Vietnam,"2,117,331,330"
Total All Ports,"62 Apparel Articles And Accessories, Not Knit Etc.",2010,Vietnam,"2,438,078,564"
Total All Ports,"62 Apparel Articles And Accessories, Not Knit Etc.",2011,Vietnam,"2,774,448,772"
Total All Ports,"62 Apparel Articles And Accessories, Not Knit Etc.",2012,Vietnam,"2,876,471,870"
Total All Ports,"62 Apparel Articles And Accessories, Not Knit Etc.",2013,Vietnam,"3,337,686,295"
Total All Ports,"62 Apparel Articles And Accessories, Not Knit Etc.",2014,Vietnam,"3,788,525,377"
Total All Ports,"62 Apparel Articles And Accessories, Not Knit Etc.",2015,Vietnam,"4,321,802,027"
Total All Ports,"62 Apparel Articles And Accessories, Not Knit Etc.",2016,Vietnam,"4,442,743,304"
Total All Ports,"62 Apparel Articles And Accessories, Not Knit Etc.",2017,Vietnam,"4,704,108,791"
Total All Ports,"62 Apparel Articles And Accessories, Not Knit Etc.",2018,Vietnam,"5,040,310,033"
Total All Ports,"62 Apparel Articles And Accessories, Not Knit Etc.",2019,Vietnam,"5,756,417,960"
Total All Ports,"62 Apparel Articles And Accessories, Not Knit Etc.",2020,Vietnam,"5,602,490,839"
Total All Ports,"62 Apparel Articles And Accessories, Not Knit Etc.",2021,Vietnam,"5,662,529,882"
Total All Ports,"62 Apparel Articles And Accessories, Not Knit Etc.",2022,Vietnam,"7,636,639,278"
Total All Ports,"62 Apparel Articles And Accessories, Not Knit Etc.",2023,Vietnam,"6,372,595,087"
Total All Ports,"62 Apparel Articles And Accessories, Not Knit Etc.",2024 through July,Vietnam,"3,746,208,312"
Total All Ports,63 Textile Art Nesoi; Needlecraft Sets; Worn Text Art,2003,Vietnam,"22,850,078"
Total All Ports,63 Textile Art Nesoi; Needlecraft Sets; Worn Text Art,2004,Vietnam,"48,361,100"
Total All Ports,63 Textile Art Nesoi; Needlecraft Sets; Worn Text Art,2005,Vietnam,"41,171,952"
Total All Ports,63 Textile Art Nesoi; Needlecraft Sets; Worn Text Art,2006,Vietnam,"53,293,651"
Total All Ports,63 Textile Art Nesoi; Needlecraft Sets; Worn Text Art,2007,Vietnam,"52,741,888"
Total All Ports,63 Textile Art Nesoi; Needlecraft Sets; Worn Text Art,2008,Vietnam,"60,366,162"
Total All Ports,63 Textile Art Nesoi; Needlecraft Sets; Worn Text Art,2009,Vietnam,"71,871,121"
Total All Ports,63 Textile Art Nesoi; Needlecraft Sets; Worn Text Art,2010,Vietnam,"82,252,744"
Total All Ports,63 Textile Art Nesoi; Needlecraft Sets; Worn Text Art,2011,Vietnam,"91,500,874"
Total All Ports,63 Textile Art Nesoi; Needlecraft Sets; Worn Text Art,2012,Vietnam,"93,728,164"
Total All Ports,63 Textile Art Nesoi; Needlecraft Sets; Worn Text Art,2013,Vietnam,"101,956,698"
Total All Ports,63 Textile Art Nesoi; Needlecraft Sets; Worn Text Art,2014,Vietnam,"111,935,521"
Total All Ports,63 Textile Art Nesoi; Needlecraft Sets; Worn Text Art,2015,Vietnam,"124,992,595"
Total All Ports,63 Textile Art Nesoi; Needlecraft Sets; Worn Text Art,2016,Vietnam,"133,706,217"
